Respondent_ID,Persona_Label,Is_Outlier,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Occupation,Q5_Monthly_Income,Q6_Shopping_Frequency,Q7_Platforms_Used,Q8_Avg_Order_Spend,Q9_Key_Purchase_Factor,Q10_Returns_Frequency,Q11_Product_Categories,Q12_Colour_Preferences,Q13_Occasions,Q14_Style_Personality,Q15_Ethnic_Wear,Q16_Bundle_Preferences,Q17_Price_Sensitivity,Q18_Social_Platform,Q19_D2C_Purchase_Hist,Q20_Sustainability_Pay,Q21_Ideal_Monthly_Budget,Q21_Budget_Numeric_INR,Q22_Digital_Trust_Score,Q23_Influencer_Purchase,Q24_Market_Gap_Perception,Q25_Purchase_Intent_Raw,Q25_Purchase_Intent_Label
R0505,BudgetStudent,False,25–34,Female,Tier-1,Student,"₹20,000–₹40,000",Occasionally,Myntra|Amazon|Meesho,"₹500–₹1,000",Price/Discounts|Easy returns,Rarely,Jeans/Denim|Tops/Blouses|Dresses|Shorts/Skirts|Activewear,Neutrals|Bold/Bright|Dark tones,College/Campus|Dates/Parties|Travel|Gym/Workout,Sporty/Athleisure,I buy both equally,Co-ord set+Accessories|3 basics for ₹999|Seasonal wardrobe kit,2.0,Instagram,Not aware,No – price matters,"₹500–₹1,000",640.0,4.0,Yes – once or twice,High prices,Somewhat likely,Interested
R0506,ProfessionalWoman,False,25–34,Female,Tier-2,Salaried – Govt.,"₹20,000–₹40,000",,Ajio|Amazon|Meesho,"₹2,500–₹5,000",Price/Discounts|Brand trust,Sometimes,Jeans/Denim|Dresses|Co-ord sets|Jackets/Blazers,Neutrals|Bold/Bright|Prints & Patterns,Office/Work|Casual outings|Dates/Parties|Festivals|Travel|Work-from-home,Minimalist,No – western only,Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,4.0,Instagram,No,Definitely yes,"₹2,500–₹5,000",3490.0,3.0,No – but tempted,Poor size range|Limited ethnic-fusion,Somewhat likely,Interested
R0507,BudgetStudent,False,18–24,Female,Metro,Student,"₹40,000–₹75,000",Occasionally,Myntra|Ajio|Amazon|Flipkart,"₹500–₹1,000",Price/Discounts|Trendy designs,Rarely,T-shirts|Tops/Blouses|Co-ord sets|Jackets/Blazers|Ethnic-Western Fusion,Neutrals|Pastels|Dark tones,College/Campus|Office/Work|Dates/Parties,Minimalist,Yes – occasionally,Top+Bottom combo|Co-ord set+Accessories|Seasonal wardrobe kit,1.0,Instagram,Not aware,Haven't thought,"₹500–₹1,000",650.0,3.0,Yes – many times,Poor size range|Low fabric quality,Somewhat likely,Interested
R0508,TrendyUrban,False,25–34,Male,Tier-1,Salaried – Private,"₹40,000–₹75,000",Occasionally,Myntra|Meesho|Instagram/Social,"₹1,000–₹2,500",Price/Discounts|Trendy designs,Rarely,T-shirts|Tops/Blouses|Dresses,Bold/Bright|Prints & Patterns,College/Campus|Dates/Parties|Travel|Gym/Workout,Trendy/Street style,No – western only,Curated outfit box|Seasonal wardrobe kit,2.0,YouTube,Yes,No – price matters,"₹1,000–₹2,500",1500.0,3.0,No – never,Limited ethnic-fusion|High prices,Somewhat likely,Interested
R0509,BudgetStudent,False,18–24,Male,Tier-1,Student,,Occasionally,Ajio|Meesho,"₹1,000–₹2,500",Brand trust|Trendy designs,Never,,Neutrals|Pastels|Bold/Bright,College/Campus|Dates/Parties|Travel|Work-from-home,Trendy/Street style,No – western only,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999,1.0,YouTube,Not aware,No – price matters,"₹2,500–₹5,000",3780.0,2.0,Yes – many times,Low fabric quality|High prices,Somewhat likely,Interested
R0510,TrendyUrban,False,25–34,Female,Metro,Salaried – Private,"₹40,000–₹75,000",Frequently,Myntra|Brand website|Instagram/Social,Below ₹500,Price/Discounts|Fabric quality,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Jackets/Blazers|Activewear|Ethnic-Western Fusion,Neutrals|Dark tones|Prints & Patterns,Casual outings|Dates/Parties|Gym/Workout|Work-from-home,Trendy/Street style,Yes – regularly,Top+Bottom combo|Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,4.0,Instagram,Yes,Maybe – if quality is great,"₹500–₹1,000",610.0,5.0,Yes – once or twice,Poor size range|Designs not India-appropriate,Unlikely,Not Interested
R0511,BudgetStudent,False,Under 18,Male,Metro,Student,"₹20,000–₹40,000",Occasionally,Myntra|Flipkart|Meesho,Below ₹500,Brand trust|Fabric quality,Sometimes,Jeans/Denim|Co-ord sets|Activewear|Ethnic-Western Fusion,Pastels|Bold/Bright,College/Campus|Casual outings|Dates/Parties|Festivals|Travel,Boho/Free-spirited,No – western only,3 basics for ₹999|Seasonal wardrobe kit,1.0,Instagram,Not aware,Definitely yes,"₹5,000–₹10,000",7770.0,3.0,No – but tempted,Poor size range|Limited ethnic-fusion,Neutral,Neutral
R0512,TrendyUrban,False,18–24,Female,Tier-1,,"₹40,000–₹75,000",Very frequently,Myntra|Flipkart|Instagram/Social,"₹2,500–₹5,000",Easy returns,Very often,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Activewear,Pastels,Dates/Parties|Travel,Trendy/Street style,Yes – occasionally,Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,,Instagram,Yes,Definitely yes,"₹1,000–₹2,500",1740.0,3.0,No – never,Low fabric quality|Designs not India-appropriate,Very likely,Interested
R0513,HousewifeTier2,False,35–44,Female,Tier-2,Salaried – Govt.,"₹20,000–₹40,000",Occasionally,Amazon|Flipkart,"₹500–₹1,000",Price/Discounts|Easy returns,Often,Tops/Blouses|Dresses|Shorts/Skirts,Prints & Patterns,Festivals,,Yes – occasionally,Co-ord set+Accessories|3 basics for ₹999|Seasonal wardrobe kit,3.0,Pinterest,Not aware,Maybe – if quality is great,"₹1,000–₹2,500",1680.0,3.0,No – but tempted,Poor size range|Limited ethnic-fusion,Definitely not,Not Interested
R0514,TrendyUrban,False,18–24,Male,Metro,Salaried – Private,"₹40,000–₹75,000",Very frequently,Myntra|Ajio|Instagram/Social,"₹2,500–₹5,000",Price/Discounts|Easy returns,Never,Jeans/Denim,Bold/Bright|Prints & Patterns,Office/Work|Casual outings|Dates/Parties|Festivals|Travel|Work-from-home,Trendy/Street style,No – western only,Top+Bottom combo|Seasonal wardrobe kit,4.0,Instagram,No,Maybe – if quality is great,"₹1,000–₹2,500",,4.0,Yes – once or twice,Poor returns/service,Somewhat likely,Interested
R0515,HousewifeTier2,False,25–34,Female,Tier-2,,"₹20,000–₹40,000",Never,Amazon|Flipkart|Meesho,"₹1,000–₹2,500",Price/Discounts|Fabric quality,Often,T-shirts|Tops/Blouses|Dresses|Shorts/Skirts|Activewear,Neutrals|Prints & Patterns,Dates/Parties|Travel|Work-from-home,Ethnic-Western Fusion,I buy both equally,3 basics for ₹999|Ethnic+western bundle,2.0,WhatsApp/Friends,No,No – price matters,"₹500–₹1,000",650.0,3.0,No – but tempted,Poor size range|Low fabric quality,Somewhat likely,Interested
R0516,HousewifeTier2,False,45–54,Female,Tier-1,Student,"Below ₹20,000",Rarely,Amazon|Flipkart|Meesho,"₹1,000–₹2,500",Price/Discounts|Fabric quality,Never,Jeans/Denim,Pastels|Dark tones|Earth tones,Casual outings|Festivals|Travel,Ethnic-Western Fusion,Yes – regularly,,2.0,YouTube,Not aware,Maybe – if quality is great,"Above ₹10,000",13150.0,4.0,No – but tempted,Limited ethnic-fusion,Somewhat likely,Interested
R0517,TrendyUrban,False,18–24,Female,Metro,Salaried – Private,"₹20,000–₹40,000",Very frequently,Myntra,"₹1,000–₹2,500",Price/Discounts|Trendy designs,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets|Activewear|Ethnic-Western Fusion,Neutrals|Bold/Bright|Dark tones,Casual outings|Dates/Parties|Travel|Work-from-home,Minimalist,Yes – regularly,Top+Bottom combo|Co-ord set+Accessories,4.0,Instagram,Yes,Maybe – if quality is great,"Above ₹10,000",12760.0,5.0,No – but tempted,High prices,Somewhat likely,Interested
R0518,BudgetStudent,False,18–24,Female,Tier-1,Student,"Below ₹20,000",Occasionally,Amazon|Meesho|Instagram/Social|None,Below ₹500,Fabric quality,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets|Ethnic-Western Fusion,Neutrals|Pastels|Bold/Bright,College/Campus|Office/Work|Casual outings|Dates/Parties|Festivals|Work-from-home,Minimalist,No – western only,Top+Bottom combo|3 basics for ₹999,1.0,Instagram,Yes,No – price matters,"₹500–₹1,000",,4.0,Yes – once or twice,Low fabric quality|High prices,Very likely,Interested
R0519,BudgetStudent,False,Under 18,Female,Tier-1,Self-employed,"₹20,000–₹40,000",Rarely,Myntra|Meesho|Instagram/Social,"₹500–₹1,000",Price/Discounts|Trendy designs,Rarely,Jeans/Denim|Shorts/Skirts|Activewear,Neutrals|Dark tones|Prints & Patterns,College/Campus|Casual outings|Dates/Parties|Gym/Workout|Work-from-home,Boho/Free-spirited,Yes – occasionally,Top+Bottom combo|3 basics for ₹999,4.0,YouTube,No,No – price matters,"₹1,000–₹2,500",1780.0,1.0,Yes – once or twice,Designs not India-appropriate,Unlikely,Not Interested
R0520,TrendyUrban,False,18–24,Female,Tier-3 / Rural,Freelancer,"₹40,000–₹75,000",Frequently,Myntra|Instagram/Social,"₹1,000–₹2,500",Price/Discounts|Fabric quality,Sometimes,Jeans/Denim|T-shirts|Dresses|Co-ord sets|Shorts/Skirts|Ethnic-Western Fusion,Neutrals|Pastels|Bold/Bright,,Minimalist,Yes – regularly,Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,3.0,Instagram,Not aware,,"₹1,000–₹2,500",1970.0,4.0,Yes – once or twice,Low fabric quality,Very likely,Interested
R0521,PremiumShopper,False,45–54,Female,Metro,Freelancer,"₹40,000–₹75,000",Very frequently,Myntra|Flipkart|Meesho|Brand website|Instagram/Social,"₹2,500–₹5,000",Brand trust|Fabric quality,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Jackets/Blazers|Activewear|Ethnic-Western Fusion,Neutrals|Dark tones|Prints & Patterns,Office/Work|Casual outings|Festivals|Travel|Gym/Workout,Sporty/Athleisure,Yes – occasionally,Co-ord set+Accessories|Seasonal wardrobe kit,5.0,Instagram,,Maybe – if quality is great,"₹5,000–₹10,000",5860.0,5.0,No – never,Designs not India-appropriate|Limited ethnic-fusion,Very likely,
R0522,TrendyUrban,False,18–24,Male,Metro,Homemaker,"₹40,000–₹75,000",Very frequently,Myntra|Ajio|Amazon|Flipkart,"Above ₹5,000",Fabric quality|Trendy designs,Often,Tops/Blouses|Co-ord sets|Jackets/Blazers|Shorts/Skirts|Ethnic-Western Fusion,Pastels|Dark tones,College/Campus|Casual outings,Classic/Formal,No – western only,Top+Bottom combo|Co-ord set+Accessories|Curated outfit box,3.0,Instagram,Not aware,Maybe – if quality is great,,8030.0,5.0,Yes – once or twice,Low fabric quality|Limited ethnic-fusion,Very likely,Interested
R0523,ProfessionalWoman,False,35–44,Female,Tier-2,Salaried – Private,,Frequently,Myntra|Ajio|Amazon|Meesho,"₹500–₹1,000",Price/Discounts|Fabric quality,Often,T-shirts|Co-ord sets|Shorts/Skirts,Dark tones|Earth tones,Office/Work|Casual outings|Dates/Parties|Work-from-home,Minimalist,Yes – regularly,Co-ord set+Accessories|Curated outfit box,2.0,Instagram,No,Haven't thought,"₹2,500–₹5,000",3400.0,3.0,Yes – once or twice,Low fabric quality|Designs not India-appropriate,Very likely,Interested
R0524,HousewifeTier2,False,25–34,Male,Tier-1,Homemaker,"₹20,000–₹40,000",Rarely,Amazon|Flipkart,Below ₹500,Price/Discounts|Fabric quality,Sometimes,Jeans/Denim|Tops/Blouses|Dresses,Neutrals|Pastels|Bold/Bright,Casual outings|Festivals|Travel,Trendy/Street style,Yes – regularly,Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,1.0,None,No,Haven't thought,₹0,50.0,4.0,No – but tempted,,Very likely,Interested
R0525,ProfessionalWoman,False,25–34,Female,Metro,Salaried – Private,"₹75,000–₹1.5L",Frequently,Flipkart|Brand website|Instagram/Social,"₹2,500–₹5,000",Brand trust,Sometimes,T-shirts|Tops/Blouses|Dresses|Jackets/Blazers|Ethnic-Western Fusion,Neutrals|Dark tones|Prints & Patterns,Office/Work|Dates/Parties|Festivals|Travel,Trendy/Street style,No – western only,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999|Ethnic+western bundle|Seasonal wardrobe kit,4.0,Instagram,No,No – price matters,"₹5,000–₹10,000",6750.0,4.0,Yes – once or twice,Low fabric quality,Very likely,Interested
R0526,HousewifeTier2,False,25–34,Female,Tier-1,Homemaker,"₹40,000–₹75,000",Occasionally,Amazon|Instagram/Social,"₹1,000–₹2,500",Price/Discounts|Fabric quality,Often,Tops/Blouses,Pastels|Dark tones|Earth tones,Casual outings|Festivals|Travel|Gym/Workout,Trendy/Street style,,Top+Bottom combo|Co-ord set+Accessories,1.0,YouTube,Not aware,Haven't thought,"₹2,500–₹5,000",2790.0,3.0,No – never,Poor size range|Low fabric quality,Somewhat likely,Interested
R0527,PremiumShopper,False,45–54,Female,Tier-1,Self-employed,Above ₹1.5L,Rarely,Myntra|Ajio|Flipkart|Meesho,"Above ₹5,000",Fabric quality|Trendy designs,Sometimes,Jeans/Denim|Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers|Shorts/Skirts,Neutrals|Dark tones|Earth tones,Office/Work|Casual outings|Dates/Parties|Festivals|Travel|Gym/Workout|Work-from-home,Minimalist,Yes – regularly,Top+Bottom combo|Co-ord set+Accessories|Seasonal wardrobe kit,4.0,Instagram,Yes,Maybe – if quality is great,"₹2,500–₹5,000",,4.0,Yes – many times,Poor size range|Low fabric quality,Neutral,Neutral
R0528,BudgetStudent,False,25–34,Female,Tier-2,Student,"₹75,000–₹1.5L",Occasionally,Instagram/Social,,Price/Discounts|Fast delivery,Rarely,Tops/Blouses|Dresses|Co-ord sets|Shorts/Skirts|Activewear,Neutrals|Dark tones|Prints & Patterns,College/Campus|Festivals,Boho/Free-spirited,Yes – regularly,3 basics for ₹999,2.0,Instagram,Not aware,No – price matters,₹0,0.0,5.0,Yes – once or twice,Limited ethnic-fusion|High prices,Unlikely,Not Interested
R0529,BudgetStudent,False,18–24,Male,Tier-1,Student,"Below ₹20,000",Occasionally,Myntra|Meesho|Instagram/Social,"₹500–₹1,000",Trendy designs,Sometimes,T-shirts|Tops/Blouses|Dresses,Neutrals|Pastels|Dark tones,College/Campus|Casual outings|Dates/Parties,Boho/Free-spirited,I buy both equally,Top+Bottom combo|3 basics for ₹999,1.0,YouTube,Yes,Definitely yes,"₹500–₹1,000",790.0,2.0,Yes – many times,,Very likely,Interested
R0530,BudgetStudent,False,Under 18,Female,Tier-1,Salaried – Private,"Below ₹20,000",Frequently,Myntra|Amazon|Flipkart|Meesho,"₹1,000–₹2,500",Price/Discounts|Trendy designs,Often,Jeans/Denim|Tops/Blouses|Co-ord sets|Shorts/Skirts|Activewear,,Casual outings|Dates/Parties|Festivals|Travel,,No – western only,3 basics for ₹999,1.0,Instagram,Yes,Definitely yes,,3270.0,3.0,Yes – many times,,Very likely,Interested
R0531,BudgetStudent,False,18–24,Male,Tier-1,Student,"Below ₹20,000",Occasionally,Myntra|Amazon|Meesho|Instagram/Social,"₹1,000–₹2,500",Easy returns|Fast delivery,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Jackets/Blazers|Shorts/Skirts,Neutrals|Prints & Patterns,Dates/Parties|Festivals|Gym/Workout,Ethnic-Western Fusion,Yes – regularly,3 basics for ₹999,1.0,WhatsApp/Friends,Yes,No – price matters,"₹500–₹1,000",860.0,4.0,Yes – once or twice,Designs not India-appropriate|High prices,Very likely,Interested
R0532,ProfessionalWoman,False,45–54,Prefer not to say,Tier-1,Student,"₹75,000–₹1.5L",Frequently,Myntra|Amazon,"₹1,000–₹2,500",Fast delivery,Often,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Jackets/Blazers|Shorts/Skirts|Activewear,Prints & Patterns,Office/Work|Casual outings|Travel,Minimalist,No – western only,Co-ord set+Accessories|Curated outfit box,4.0,Instagram,Yes,Maybe – if quality is great,"₹5,000–₹10,000",5870.0,3.0,Yes – many times,Poor size range|Low fabric quality,Somewhat likely,Interested
R0533,ProfessionalWoman,False,35–44,Non-binary,Tier-3 / Rural,Salaried – Private,"₹20,000–₹40,000",Frequently,Amazon|Flipkart,"₹2,500–₹5,000",Fabric quality|Fast delivery,Often,Jeans/Denim|Dresses|Co-ord sets|Jackets/Blazers|Activewear,Neutrals|Prints & Patterns,Office/Work|Festivals,Classic/Formal,I buy both equally,Co-ord set+Accessories|3 basics for ₹999,1.0,YouTube,Not aware,Definitely yes,"₹5,000–₹10,000",7440.0,4.0,No – never,Poor size range|Designs not India-appropriate,Somewhat likely,Interested
R0534,BudgetStudent,False,18–24,Female,Metro,,"₹20,000–₹40,000",Never,,"₹2,500–₹5,000",Price/Discounts|Trendy designs,Rarely,Co-ord sets|Activewear|Ethnic-Western Fusion,,College/Campus|Casual outings|Dates/Parties|Gym/Workout|Work-from-home,Boho/Free-spirited,I buy both equally,3 basics for ₹999,1.0,Instagram,No,Maybe – if quality is great,"₹1,000–₹2,500",1400.0,5.0,No – but tempted,High prices,Very likely,Interested
R0535,ProfessionalWoman,True,25–34,Female,Tier-1,Salaried – Private,"₹40,000–₹75,000",Frequently,Myntra|Ajio|Brand website,"₹1,000–₹2,500",Brand trust|Fabric quality,Rarely,Jeans/Denim|Tops/Blouses|Jackets/Blazers,Neutrals|Dark tones,Office/Work|Casual outings|Travel,Minimalist,I buy both equally,,1.0,YouTube,Yes,Haven't thought,"₹1,000–₹2,500",20000.0,1.0,Yes – many times,Poor size range|Low fabric quality,Somewhat likely,Interested
R0536,HousewifeTier2,False,25–34,Female,Tier-3 / Rural,Self-employed,"₹20,000–₹40,000",Frequently,Amazon|Meesho,"₹500–₹1,000",Fabric quality,Sometimes,Ethnic-Western Fusion,Neutrals|Pastels|Dark tones,Casual outings|Festivals|Gym/Workout,Classic/Formal,,Top+Bottom combo|Ethnic+western bundle,1.0,WhatsApp/Friends,No,Maybe – if quality is great,"₹1,000–₹2,500",1760.0,4.0,No – but tempted,Low fabric quality|Limited ethnic-fusion,Somewhat likely,Interested
R0537,BudgetStudent,False,Under 18,Female,Tier-2,Student,"₹20,000–₹40,000",Occasionally,Myntra|Flipkart|None,Below ₹500,Price/Discounts|Brand trust,Rarely,Jeans/Denim|T-shirts|Dresses|Co-ord sets,Pastels|Prints & Patterns,Casual outings|Dates/Parties|Festivals|Travel,Minimalist,Yes – occasionally,3 basics for ₹999,2.0,Instagram,No,Maybe – if quality is great,"₹1,000–₹2,500",1500.0,1.0,Yes – once or twice,Low fabric quality|Designs not India-appropriate,Neutral,Neutral
R0538,ProfessionalWoman,False,35–44,Prefer not to say,Tier-3 / Rural,Self-employed,"₹40,000–₹75,000",Occasionally,Myntra|Amazon|Flipkart,"₹2,500–₹5,000",Brand trust|Fabric quality,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Jackets/Blazers,Neutrals|Bold/Bright|Dark tones,Office/Work|Travel|Work-from-home,Classic/Formal,Yes – occasionally,Top+Bottom combo|Co-ord set+Accessories|Ethnic+western bundle,3.0,Instagram,Not aware,Maybe – if quality is great,"₹2,500–₹5,000",3550.0,4.0,No – but tempted,Poor size range|Limited ethnic-fusion,Very likely,Interested
R0539,ProfessionalWoman,False,45–54,Female,Metro,Freelancer,"₹40,000–₹75,000",Frequently,Myntra|Ajio|Amazon|Meesho|Instagram/Social,"Above ₹5,000",Price/Discounts|Brand trust,Sometimes,Jeans/Denim|Co-ord sets,Prints & Patterns|Earth tones,Office/Work|Dates/Parties|Festivals|Travel|Gym/Workout,Minimalist,I buy both equally,Top+Bottom combo|Co-ord set+Accessories|Ethnic+western bundle,5.0,YouTube,Yes,Maybe – if quality is great,"₹1,000–₹2,500",2040.0,2.0,Yes – many times,Low fabric quality|Limited ethnic-fusion,Somewhat likely,Interested
R0540,BudgetStudent,False,18–24,,Metro,Student,"Below ₹20,000",Occasionally,Meesho,,Brand trust|Trendy designs,Sometimes,Jeans/Denim|Shorts/Skirts|Ethnic-Western Fusion,Neutrals|Prints & Patterns,College/Campus|Casual outings|Dates/Parties|Gym/Workout|Work-from-home,Classic/Formal,Yes – occasionally,Top+Bottom combo|3 basics for ₹999,1.0,YouTube,No,Maybe – if quality is great,"₹500–₹1,000",650.0,4.0,Yes – many times,Poor size range|Designs not India-appropriate,Very likely,Interested
R0541,HousewifeTier2,False,35–44,Female,Tier-3 / Rural,,"Below ₹20,000",Very frequently,Meesho,Below ₹500,Fabric quality,Rarely,T-shirts,Pastels|Bold/Bright|Dark tones,Festivals,Boho/Free-spirited,Yes – regularly,Curated outfit box,1.0,Instagram,Yes,Haven't thought,"₹500–₹1,000",890.0,3.0,No – but tempted,Designs not India-appropriate|Poor returns/service,Unlikely,Not Interested
R0542,PremiumShopper,False,45–54,Female,Tier-1,Salaried – Private,"₹20,000–₹40,000",Very frequently,Amazon|Flipkart|Brand website|Instagram/Social,"₹1,000–₹2,500",Brand trust|Fabric quality,Often,T-shirts|Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers|Activewear|Ethnic-Western Fusion,Bold/Bright|Dark tones,Office/Work|Casual outings|Festivals|Travel,Trendy/Street style,Yes – occasionally,Co-ord set+Accessories|3 basics for ₹999|Ethnic+western bundle|Seasonal wardrobe kit,5.0,Instagram,Yes,Definitely yes,"₹1,000–₹2,500",1420.0,4.0,Yes – once or twice,Low fabric quality|Designs not India-appropriate,Somewhat likely,
